Estabelecimento,CodigoEstabelecimento,UnidadeOrganica,CodigoUnidadeOrganica,Natureza,TipoEnsino,NomeCurso,CodigoCurso,Grau,NumeroDiplomadosCurso,AmostraAceite,NumeroDiplomadosDesempregados,TaxaDesempregoRegistadoCurso,AnosLetivosDiplomados,Fonte
Universidade do Porto,1100,Faculdade de Arquitectura,1102,Público,Universitário,Arquitectura,9257,Mestrado Integrado,537,Sim,66,"12,2",2009/10_2012/13,DGES
Universidade Lusíada do Porto,2401,Universidade Lusíada do Porto,2401,Privado,Universitário,Gestão de Empresa,9151,Licenciatura,180,Sim,22,"12,2",2009/10_2012/13,DGEEC
Universidade Lusíada de Vila Nova de Famalicão,2402,Universidade Lusíada de Vila Nova de Famalicão,2402,Privado,Universitário,Design,9069,Licenciatura,49,Sim,6,"12,2",2009/10_2012/13,DGEEC
Instituto Politécnico de Santarém,3140,Escola Superior de Gestão e Tecnologia de Santarém,3143,Público,Politécnico,Gestão de Empresas,9152,Licenciatura,147,Sim,18,"12,2",2009/10_2012/13,DGES
Instituto Politécnico da Guarda,3090,Escola Superior de Saúde da Guarda,7040,Público,Politécnico,Farmácia,9549,Licenciatura,98,Sim,12,"12,2",2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências e Tecnologia,602,Público,Universitário,Engenharia de Energias Renováveis,9910,Licenciatura,41,Sim,5,"12,1",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Ciências Sociais e Políticas,1516,Público,Universitário,Serviço Social,9238,Licenciatura,255,Sim,31,"12,1",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Turismo e Tecnologia do Mar de Peniche,3105,Público,Politécnico,Biologia Marinha e Biotecnologia,9014,Licenciatura,156,Sim,19,"12,1",2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Saúde,3155,Público,Politécnico,Terapia da Fala,9890,Licenciatura,82,Sim,10,"12,1",2009/10_2012/13,DGES
Instituto Politécnico de Viana do Castelo,3160,Escola Superior Agrária,3161,Público,Politécnico,Enfermagem Veterinária,9085,Licenciatura,82,Sim,10,"12,1",2009/10_2012/13,DGES
Instituto Politécnico de Tomar,3240,Escola Superior de Tecnologia de Tomar,3242,Público,Politécnico,Conservação e Restauro,9380,Licenciatura,99,Sim,12,"12,1",2009/10_2012/13,DGES
Universidade do Algarve,200,Faculdade de Economia,204,Público,Universitário,Gestão de Empresas,9152,Licenciatura,216,Sim,26,12,2009/10_2012/13,DGES
Universidade da Beira Interior,400,Universidade da Beira Interior,400,Público,Universitário,Ciências Farmacêuticas,9494,Mestrado Integrado,116,Sim,14,12,2009/10_2012/13,DGES
Universidade Fernando Pessoa,2750,Escola Superior de Saúde,2752,Privado,Politécnico,Terapêutica da Fala,9506,Licenciatura,92,Sim,11,12,2009/10_2012/13,DGEEC
Instituto Politécnico de Coimbra,3060,Escola Superior de Educação de Coimbra,3062,Público,Politécnico,Animação Socioeducativa,9675,Licenciatura,257,Sim,31,12,2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Turismo e Tecnologia do Mar de Peniche,3105,Público,Politécnico,Animação Turística,9848,Licenciatura,50,Sim,6,12,2009/10_2012/13,DGES
Instituto Politécnico de Portalegre,3120,Escola Superior Agrária,3123,Público,Politécnico,Enfermagem Veterinária,9085,Licenciatura,133,Sim,16,12,2009/10_2012/13,DGES
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Medicina Veterinária,9847,Mestrado Integrado,101,Sim,12,"11,9",2009/10_2012/13,DGEEC
Instituto Politécnico de Bragança,3040,Escola Superior de Educação de Bragança,3042,Público,Politécnico,Desporto,9563,Licenciatura,126,Sim,15,"11,9",2009/10_2012/13,DGES
Instituto Politécnico de Castelo Branco,3050,Escola Superior de Tecnologia de Castelo Branco,3053,Público,Politécnico,Engenharia Civil,9089,Licenciatura,84,Sim,10,"11,9",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Instituto Superior de Contabilidade e Administração de Coimbra,3063,Público,Politécnico,Contabilidade e Auditoria,9061,Licenciatura,293,Sim,35,"11,9",2009/10_2012/13,DGES
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Direito,9078,Licenciatura,422,Sim,50,"11,8",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Arquitectura,1501,Público,Universitário,Design de Moda,9071,Licenciatura,127,Sim,15,"11,8",2009/10_2012/13,DGES
Universidade do Algarve,200,Instituto Superior de Engenharia,3083,Público,Politécnico,Engenharia Mecânica,9123,Licenciatura,101,Sim,12,"11,8",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Artes e Design das Caldas da Rainha,3103,Público,Politécnico,Design Industrial,9074,Licenciatura,127,Sim,15,"11,8",2009/10_2012/13,DGES
Instituto Politécnico de Viseu,3180,Escola Superior de Tecnologia e Gestão de Viseu,3182,Público,Politécnico,Engenharia Civil,9089,Licenciatura,160,Sim,19,"11,8",2009/10_2012/13,DGES
Instituto Superior D. Dinis,4292,Instituto Superior D. Dinis,4292,Privado,Politécnico,Contabilidade e Administração,9058,Licenciatura,34,Sim,4,"11,8",2009/10_2012/13,DGEEC
Instituto Politécnico do Porto,3130,Escola Superior de Tecnologia da Saúde do Porto,7230,Público,Politécnico,Farmácia,9549,Licenciatura,220,Sim,26,"11,8",2009/10_2012/13,DGES
Universidade do Algarve,200,Faculdade de Ciências Humanas e Sociais,201,Público,Universitário,Património Cultural e Arqueologia,8509,Licenciatura,60,Sim,7,"11,6",2009/10_2012/13,DGES
Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,203,Público,Universitário,Biotecnologia,9016,Licenciatura,43,Sim,5,"11,6",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Letras,505,Público,Universitário,História da Arte,9182,Licenciatura,43,Sim,5,"11,6",2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências Sociais,604,Público,Universitário,Gestão,9147,Licenciatura,171,Sim,20,"11,6",2009/10_2012/13,DGES
Universidade Católica Portuguesa,2200,Faculdade de Direito (Porto),2281,Privado,Universitário,Direito,9078,Licenciatura,498,Sim,58,"11,6",2009/10_2012/13,DGEEC
Universidade Fernando Pessoa,2750,Universidade Fernando Pessoa (unidade de Ponte de Lima),2751,Privado,Universitário,Gestão Comercial e Contabilidade,9762,Licenciatura,43,Sim,5,"11,6",2009/10_2012/13,DGEEC
Universidade Lusófona de Humanidades e Tecnologias,2800,Universidade Lusófona de Humanidades e Tecnologias,2800,Privado,Universitário,Psicologia,9219,Licenciatura,579,Sim,67,"11,6",2009/10_2012/13,DGEEC
Instituto Politécnico de Coimbra,3060,Instituto Superior de Contabilidade e Administração de Coimbra,3063,Público,Politécnico,Solicitadoria e Administração,9801,Licenciatura,292,Sim,34,"11,6",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Educação e Ciências Sociais,3101,Público,Politécnico,Comunicação Social e Educação Multimédia,9719,Licenciatura,232,Sim,27,"11,6",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Educação,3131,Público,Politécnico,Artes Visuais e Tecnologias Artísticas,8264,Licenciatura,60,Sim,7,"11,6",2009/10_2012/13,DGES
Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,4101,Escola Superior de Saúde Jean Piaget de Vila Nova de Gaia,4101,Privado,Politécnico,Enfermagem,9500,Licenciatura,284,Sim,33,"11,6",2009/10_2012/13,DGEEC
Instituto Universitário da Maia - ISMAI,4358,Instituto Universitário da Maia - ISMAI,4358,Privado,Universitário,Contabilidade,9056,Licenciatura,69,Sim,8,"11,6",2009/10_2012/13,DGEEC
Universidade de Coimbra,500,Faculdade de Letras,505,Público,Universitário,Estudos Europeus,9135,Licenciatura,113,Sim,13,"11,5",2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências e Tecnologia,602,Público,Universitário,Biologia,9011,Licenciatura,139,Sim,16,"11,5",2009/10_2012/13,DGES
Universidade de Évora,600,Escola de Ciências e Tecnologia,602,Público,Universitário,Reabilitação Psicomotora,9841,Licenciatura,147,Sim,17,"11,5",2009/10_2012/13,DGES
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Relações Internacionais,9229,Licenciatura,252,Sim,29,"11,5",2009/10_2012/13,DGES
Universidade Atlântica,2700,Escola Superior de Saúde Atlântica,2701,Privado,Politécnico,Fisioterapia,9504,Licenciatura,157,Sim,18,"11,5",2009/10_2012/13,DGEEC
Instituto Politécnico de Castelo Branco,3050,Escola Superior de Gestão de Idanha-a-Nova,3054,Público,Politécnico,Gestão de Recursos Humanos,9157,Licenciatura,104,Sim,12,"11,5",2009/10_2012/13,DGES
Instituto Politécnico de Castelo Branco,3050,Escola Superior de Artes Aplicadas de Castelo Branco,3055,Público,Politécnico,Design de Moda e Têxtil,9726,Licenciatura,104,Sim,12,"11,5",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Escola Superior de Educação de Coimbra,3062,Público,Politécnico,Desporto e Lazer,9731,Licenciatura,121,Sim,14,"11,5",2009/10_2012/13,DGES
Instituto Politécnico de Santarém,3140,Escola Superior de Educação de Santarém,3142,Público,Politécnico,Educação e Comunicação Multimédia,9354,Licenciatura,139,Sim,16,"11,5",2009/10_2012/13,DGES
Universidade Europeia,4350,Universidade Europeia,4350,Privado,Universitário,"Marketing, Publicidade e Relações Públicas",9208,Licenciatura,209,Sim,24,"11,5",2009/10_2012/13,DGEEC
Universidade do Algarve,200,Faculdade de Ciências Humanas e Sociais,201,Público,Universitário,Artes Visuais,9817,Licenciatura,96,Sim,11,"11,4",2009/10_2012/13,DGES
Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências Agrárias e Veterinárias,1201,Público,Universitário,Enologia,9752,Licenciatura,87,Sim,10,"11,4",2009/10_2012/13,DGES
Instituto Politécnico de Castelo Branco,3050,Escola Superior de Gestão de Idanha-a-Nova,3054,Público,Politécnico,Gestão Hoteleira,9173,Licenciatura,96,Sim,11,"11,4",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Artes e Design das Caldas da Rainha,3103,Público,Politécnico,Som e Imagem,9457,Licenciatura,235,Sim,27,"11,4",2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Ciências Empresariais,3153,Público,Politécnico,Gestão de Recursos Humanos,9157,Licenciatura,262,Sim,30,"11,4",2009/10_2012/13,DGES
Instituto Superior Manuel Teixeira Gomes,4375,Instituto Superior Manuel Teixeira Gomes,4375,Privado,Universitário,Design de Comunicação,9070,Licenciatura,35,Sim,4,"11,4",2009/10_2012/13,DGEEC
Instituto Politécnico do Porto,3130,Escola Superior de Tecnologia da Saúde do Porto,7230,Público,Politécnico,Cardiopneumologia,8137,Licenciatura,105,Sim,12,"11,4",2009/10_2012/13,DGES
Universidade de Coimbra,500,Faculdade de Direito,502,Público,Universitário,Administração Público-Privada,8067,Licenciatura,115,Sim,13,"11,3",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto de Geografia e Ordenamento do Território,1514,Público,Universitário,Geografia,9143,Licenciatura,282,Sim,32,"11,3",2009/10_2012/13,DGES
Instituto Politécnico de Beja,3020,Escola Superior de Tecnologia e de Gestão,3023,Público,Politécnico,Turismo,9254,Licenciatura,97,Sim,11,"11,3",2009/10_2012/13,DGES
Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Tecnologia e Gestão,3163,Público,Politécnico,Design do Produto,9727,Licenciatura,123,Sim,14,"11,3",2009/10_2012/13,DGES
Instituto Politécnico de Viseu,3180,Escola Superior de Tecnologia e Gestão de Viseu,3182,Público,Politécnico,Engenharia Electrotécnica,9109,Licenciatura,123,Sim,14,"11,3",2009/10_2012/13,DGES
Universidade da Beira Interior,400,Universidade da Beira Interior,400,Público,Universitário,Ciências da Comunicação,9023,Licenciatura,204,Sim,23,"11,2",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Ciências Sociais e Políticas,1516,Público,Universitário,Ciência Política,9019,Licenciatura,107,Sim,12,"11,2",2009/10_2012/13,DGES
Instituto Politécnico de Bragança,3040,Escola Superior Agrária de Bragança,3041,Público,Politécnico,Engenharia Agronómica,9086,Licenciatura,98,Sim,11,"11,2",2009/10_2012/13,DGES
Instituto Politécnico de Leiria,3100,Escola Superior de Tecnologia e Gestão,3102,Público,Politécnico,Marketing,9205,Licenciatura,178,Sim,20,"11,2",2009/10_2012/13,DGES
Instituto Politécnico de Portalegre,3120,Escola Superior de Educação,3121,Público,Politécnico,Jornalismo e Comunicação,9773,Licenciatura,98,Sim,11,"11,2",2009/10_2012/13,DGES
Instituto Superior de Tecnologias Avançadas de Lisboa,4530,Instituto Superior de Tecnologias Avançadas de Lisboa,4530,Privado,Politécnico,Engenharia Multimédia,9124,Licenciatura,125,Sim,14,"11,2",2009/10_2012/13,DGEEC
Universidade da Beira Interior,400,Universidade da Beira Interior,400,Público,Universitário,Ciências do Desporto,9707,Licenciatura,179,Sim,20,"11,1",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Ciências,1503,Público,Universitário,Química,9223,Licenciatura,36,Sim,4,"11,1",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Escola Superior Agrária de Coimbra,3061,Público,Politécnico,Ciências Florestais e Recursos Naturais,L009,Licenciatura,81,Sim,9,"11,1",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Instituto Superior de Engenharia de Coimbra,3064,Público,Politécnico,Engenharia Biológica,9474,Licenciatura,117,Sim,13,"11,1",2009/10_2012/13,DGES
Universidade do Algarve,200,"Escola Superior de Gestão, Hotelaria e Turismo",3082,Público,Politécnico,Marketing,9205,Licenciatura,36,Sim,4,"11,1",2009/10_2012/13,DGES
Universidade do Algarve,200,Instituto Superior de Engenharia,3083,Público,Politécnico,Engenharia Civil,9089,Licenciatura,270,Sim,30,"11,1",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Instituto Superior de Contabilidade e Administração do Porto,3134,Público,Politécnico,Comunicação Empresarial,9053,Licenciatura,206,Sim,23,"11,1",2009/10_2012/13,DGES
Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Tecnologia e Gestão,3163,Público,Politécnico,Engenharia Informática,9119,Licenciatura,81,Sim,9,"11,1",2009/10_2012/13,DGES
Instituto Superior D. Afonso III,4290,Instituto Superior D. Afonso III,4290,Privado,Universitário,Gestão,9147,Licenciatura,72,Sim,8,"11,1",2009/10_2012/13,DGEEC
Universidade de Coimbra,500,Faculdade de Letras,505,Público,Universitário,Arqueologia e História,9677,Licenciatura,109,Sim,12,11,2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Belas-Artes,1502,Público,Universitário,Escultura,9754,Licenciatura,109,Sim,12,11,2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Tecnologia e Gestão de Felgueiras,3138,Público,Politécnico,Solicitadoria,9242,Licenciatura,253,Sim,28,11,2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Educação,3151,Público,Politécnico,Animação e Intervenção Sociocultural,9631,Licenciatura,118,Sim,13,11,2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Belas-Artes,5402,Público,Universitário,Design de Comunicação,9070,Licenciatura,172,Sim,19,11,2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Escola Superior de Tecnologia da Saúde de Coimbra,7210,Público,Politécnico,Audiologia,8141,Licenciatura,100,Sim,11,11,2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Letras,1506,Público,Universitário,"Estudos Artísticos, variante de Artes do Espectáculo",8104,Licenciatura,82,Sim,9,"10,9",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Faculdade de Letras,1506,Público,Universitário,"Estudos Artísticos, variante de Artes e Culturas Comparadas",8106,Licenciatura,82,Sim,9,"10,9",2009/10_2012/13,DGES
Instituto Politécnico de Bragança,3040,Escola Superior de Tecnologia e de Gestão de Bragança,3043,Público,Politécnico,Informática de Gestão,9186,Licenciatura,55,Sim,6,"10,9",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Escola Superior de Educação de Coimbra,3062,Público,Politécnico,Comunicação Organizacional,9717,Licenciatura,247,Sim,27,"10,9",2009/10_2012/13,DGES
Instituto Politécnico de Coimbra,3060,Instituto Superior de Contabilidade e Administração de Coimbra,3063,Público,Politécnico,Contabilidade e Gestão Pública,9722,Licenciatura,119,Sim,13,"10,9",2009/10_2012/13,DGES
Instituto Politécnico de Setúbal,3150,Escola Superior de Educação,3151,Público,Politécnico,Promoção Artística e Património,9632,Licenciatura,73,Sim,8,"10,9",2009/10_2012/13,DGES
Universidade Lusófona do Porto,4032,Universidade Lusófona do Porto,4032,Privado,Universitário,Psicologia,9219,Licenciatura,147,Sim,16,"10,9",2009/10_2012/13,DGEEC
Universidade do Minho,1000,Universidade do Minho,1000,Público,Universitário,Engenharia de Polímeros,9364,Mestrado Integrado,74,Sim,8,"10,8",2009/10_2012/13,DGES
Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências e Tecnologia,1203,Público,Universitário,Tecnologias de Informação e Comunicação,9250,Licenciatura,46,Sim,5,"10,8",2009/10_2012/13,DGES
Instituto Politécnico do Cávado e do Ave,3030,Escola Superior de Gestão,3031,Público,Politécnico,Fiscalidade,9759,Licenciatura,258,Sim,28,"10,8",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Escola Superior de Música e das Artes do Espectáculo,3132,Público,Politécnico,"Teatro, variante de Produção e Design",9843,Licenciatura,37,Sim,4,"10,8",2009/10_2012/13,DGES
Instituto Politécnico do Porto,3130,Instituto Superior de Engenharia do Porto,3135,Público,Politécnico,Engenharia Civil,9089,Licenciatura,571,Sim,62,"10,8",2009/10_2012/13,DGES
ISCTE - Instituto Universitário de Lisboa,6800,ISCTE - Instituto Universitário de Lisboa,6800,Público,Universitário,Arquitectura,9257,Mestrado Integrado,166,Sim,18,"10,8",2009/10_2012/13,DGES
Universidade Nova de Lisboa,900,Faculdade de Ciências Sociais e Humanas,902,Público,Universitário,História da Arte,9182,Licenciatura,121,Sim,13,"10,7",2009/10_2012/13,DGES
Instituto Politécnico de Viana do Castelo,3160,Escola Superior de Educação,3162,Público,Politécnico,Gestão Artística e Cultural,9859,Licenciatura,84,Sim,9,"10,7",2009/10_2012/13,DGES
Universidade do Porto,1100,Faculdade de Belas-Artes,5402,Público,Universitário,Artes Plásticas,9007,Licenciatura,224,Sim,24,"10,7",2009/10_2012/13,DGES
Universidade de Lisboa,1500,Instituto Superior de Ciências Sociais e Políticas,1516,Público,Universitário,Antropologia,9448,Licenciatura,75,Sim,8,"10,6",2009/10_2012/13,DGES
